text,tokens
hata hivyo mkahawa huu una kifungua  kinywa kizuri ajabu,"['mkahawa', 'huu', 'una', 'kifungua', 'kinywa', 'kizuri', 'ajabu']"
hakuna chochote cha pekee,"['hakuna', 'chochote', 'pekee']"
kila siku ya juma wana huduma tofauti na zote ni tamu sana,"['siku', 'juma', 'wana', 'huduma', 'tofauti', 'zote', 'tamu']"
kutotaja mchanganyiko wa lozi na bakoni ni mshindi mkubwa,"['kutotaja', 'mchanganyiko', 'lozi', 'bakoni', 'mshindi']"
huyo maskani yake yatakuwa moto wa hawiya,"['huyo', 'maskani', 'yatakuwa', 'moto', 'hawiya']"
mchuzi haukuwa na ladha,"['mchuzi', 'haukuwa', 'ladha']"
chakula ni kitamu na kimetiwa vikolezo vya kutosha ili uombe chakula kingi zaidi ukikipendelea kwa njia hiyo,"['chakula', 'kitamu', 'kimetiwa', 'vikolezo', 'vya', 'kutosha', 'uombe', 'chakula', 'kingi', 'ukikipendelea', 'njia']"
nyama yangu ya ubavu ilipikwa vizuri sana na ilikuwa na ladha kubwa ya stoquita,"['nyama', 'ubavu', 'ilipikwa', 'vizuri', 'ladha', 'stoquita']"
sidhani nitarudi nyuma wakati wowote karibuni,"['sidhani', 'nitarudi', 'nyuma', 'wowote', 'karibuni']"
chakula kilitayarishwa kwa njia hiyo,"['chakula', 'kilitayarishwa', 'njia']"
ni mbali na sushi connoisseur lakini naweza kwa hakika kubainisha tofauti kati ya chakula kizuri na chakula kibaya na kwa hakika hicho kilikuwa chakula kibaya,"['mbali', 'sushi', 'connoisseur', 'naweza', 'hakika', 'kubainisha', 'tofauti', 'kati', 'chakula', 'kizuri', 'chakula', 'kibaya', 'hakika', 'hicho', 'kilikuwa', 'chakula', 'kibaya']"
nilikuwa nimetukanwa sana,"['nilikuwa', 'nimetukanwa']"
mara tatu za mwisho za chakula cha mchana hapa zimekuwa mbaya,"['tatu', 'mwisho', 'chakula', 'mchana', 'hapa', 'zimekuwa', 'mbaya']"
mabawa ya kuku yalikuwa na nyama ya kuku iliyokauka zaidi ambayo imewahi kuliwa,"['mabawa', 'kuku', 'yalikuwa', 'nyama', 'kuku', 'iliyokauka', 'ambayo', 'imewahi', 'kuliwa']"
chakula kilikuwa kizuri sana na tulifurahia kila mahali penye kustarehesha kwa ajili ya vikundi vidogo vya familia nk,"['chakula', 'kilikuwa', 'kizuri', 'tulifurahia', 'mahali', 'penye', 'kustarehesha', 'ajili', 'vikundi', 'vidogo', 'vya', 'familia', 'nk']"
nargile nafikiri wewe ni mtu mzuri,"['nargile', 'nafikiri', 'wewe', 'mtu', 'mzuri']"
tani zilizo bora zaidi upande wa kusini  magharibi,"['tani', 'zilizo', 'bora', 'upande', 'kusini', 'magharibi']"
tulipenda mahali pa kuishi,"['tulipenda', 'mahali', 'pa', 'kuishi']"
bila shaka si bei ghali kama ilipwavyo 3,"['shaka', 'si', 'bei', 'ghali', 'ilipwavyo', '3']"
krimu ya vanila ilikuwa laini na laini huku aiskrimu ya bichoux ikiwa laini na tamu kiasi cha kutosha,"['krimu', 'vanila', 'laini', 'laini', 'aiskrimu', 'bichoux', 'ikiwa', 'laini', 'tamu', 'kiasi', 'kutosha']"
ondoka kila wakati na sasa uwe na doa langu jipya,"['ondoka', 'uwe', 'doa', 'langu', 'jipya']"
meneja ndiye aliyekuwa mbaya zaidi,"['meneja', 'ndiye', 'aliyekuwa', 'mbaya']"
upande wa ndani ni mzuri sana na safi sana,"['upande', 'mzuri', 'safi']"
chakula kilikuwa chenye kutokeza na bei zilikuwa zenye kufaa sana,"['chakula', 'kilikuwa', 'chenye', 'kutokeza', 'bei', 'zilikuwa', 'zenye', 'kufaa']"
sifikiri kwamba wagonjwa wanarudi kwenye magari wakati wowote ule kwa ajili ya chakula,"['sifikiri', 'wagonjwa', 'wanarudi', 'magari', 'wowote', 'ule', 'ajili', 'chakula']"
hii ni kwa sababu ilichukua dakika 20 ndipo dakika nyingine 35 ili kupata chakula chetu na waliendelea kusahau mambo,"['hii', 'sababu', 'ilichukua', 'dakika', '20', 'ndipo', 'dakika', 'nyingine', '35', 'kupata', 'chakula', 'chetu', 'waliendelea', 'kusahau', 'mambo']"
thamini magarita pia,"['thamini', 'magarita']"
hii ilikuwa mara yangu ya kwanza na ya pekee kuwa na migoga na haikukatisha tamaa,"['hii', 'kwanza', 'pekee', 'migoga', 'haikukatisha', 'tamaa']"
hata hivyo ni vizuri sana,['vizuri']
ki noti moja ya chini ni hewa ambayo ingeweza kutumia marekebisho fulani,"['ki', 'noti', 'hewa', 'ambayo', 'ingeweza', 'kutumia', 'marekebisho', 'fulani']"
viungo vikubwa vya nyama ya nguruwe,"['viungo', 'vikubwa', 'vya', 'nyama', 'nguruwe']"
usipoteze wakati wako hapa,"['usipoteze', 'wako', 'hapa']"
print operation status ingependelea kwenda kwenye duka la maua la ngamia na kahawa ya robela,"['print', 'operation', 'status', 'ingependelea', 'duka', 'maua', 'ngamia', 'kahawa', 'robela']"
thuluthi ya jibini iliyokuwa juu ya rafiki zangu ilikuwa baridi,"['thuluthi', 'jibini', 'iliyokuwa', 'rafiki', 'zangu', 'baridi']"
tunafurahia piza yao na chakula cha jioni,"['tunafurahia', 'piza', 'chakula', 'jioni']"
nyama zote hukatwa vizuri na kupikwa vizuri,"['nyama', 'zote', 'hukatwa', 'vizuri', 'kupikwa', 'vizuri']"
tulikuwa na kikundi cha watu 70 tulipodai kwamba tungekuwa na 40 tu na walitutunza vizuri,"['tulikuwa', 'kikundi', '70', 'tulipodai', 'tungekuwa', '40', 'walitutunza', 'vizuri']"
niliipenda sana,['niliipenda']
pia tuliomba mswada huo uondoke bila kula na pia hawakuleta pesa hizo,"['tuliomba', 'mswada', 'uondoke', 'kula', 'hawakuleta', 'pesa', 'hizo']"
eneo hili ni kito katika las vesgas na kile hasa ambacho watu walikuwa wakitumaini kupata katika karibu miaka kumi ya kuishi hapa,"['eneo', 'hili', 'kito', 'las', 'vesgas', 'kile', 'hasa', 'ambacho', 'wakitumaini', 'kupata', 'miaka', 'kumi', 'kuishi', 'hapa']"
viumbe wa baharini walichemshwa tu uduvi na kaa miguu lakini miguu ya kaa haikuwa na ladha nzuri,"['viumbe', 'baharini', 'walichemshwa', 'uduvi', 'kaa', 'miguu', 'miguu', 'kaa', 'haikuwa', 'ladha', 'nzuri']"
uteuzi wa chakula haukuwa bora zaidi,"['uteuzi', 'chakula', 'haukuwa', 'bora']"
kinywaji cheupe kitamu kwa wanywao,"['kinywaji', 'cheupe', 'kitamu', 'wanywao']"
hiki ndicho mkahawa mdogo wa familia hapa ni mahali pazuri pa kulia chakula,"['hiki', 'ndicho', 'mkahawa', 'familia', 'hapa', 'mahali', 'pazuri', 'pa', 'kulia', 'chakula']"
walikuwa na kifaa kidogo cha kuchezea chenye kifaa cha ajabu ambacho kilikatwa vipande  vipande na kikiwa na trufle nyeupe,"['kifaa', 'kidogo', 'kuchezea', 'chenye', 'kifaa', 'ajabu', 'ambacho', 'kilikatwa', 'vipande', 'vipande', 'kikiwa', 'trufle', 'nyeupe']"
sidhani nitarudi tena kwa muda mrefu,"['sidhani', 'nitarudi', 'mrefu']"
jumba hilo liliunganishwa kwenye kituo cha petroli na mara nyingi si ishara nzuri,"['jumba', 'hilo', 'liliunganishwa', 'kituo', 'petroli', 'nyingi', 'si', 'ishara', 'nzuri']"
jambo hilo ni lenye kutia hofu jinsi gani,"['jambo', 'hilo', 'lenye', 'kutia', 'hofu', 'jinsi', 'gani']"
na hakika nitarudishwa kwa mola wako mlezi,"['hakika', 'nitarudishwa', 'mola', 'wako', 'mlezi']"
chakula kilikuwa na vitu vingi vizuri kwa ajili yacho nisingeweza kuamua,"['chakula', 'kilikuwa', 'vitu', 'vingi', 'vizuri', 'ajili', 'yacho', 'nisingeweza', 'kuamua']"
jambo baya hata zaidi alimwaibisha mfanyakazi wake mbele ya majina mabaya sana ya watu,"['jambo', 'baya', 'alimwaibisha', 'mfanyakazi', 'mbele', 'majina', 'mabaya']"
fungua chakula kikijaa sana,"['fungua', 'chakula', 'kikijaa']"
michezo yao ya kipekee ya kila siku sikuzote huchezwa na kikundi changu,"['michezo', 'kipekee', 'siku', 'sikuzote', 'huchezwa', 'kikundi', 'changu']"
kisha akaipa kisogo haki na akatakabari,"['akaipa', 'kisogo', 'haki', 'akatakabari']"
pia sufuria ilikuwa nzuri na kubwa sana kwa sababu hiyo,"['sufuria', 'nzuri', 'sababu']"
hiyo ilikuwa mara yangu ya kwanza kuvua samaki na ilikuwa tamu sana,"['kwanza', 'kuvua', 'samaki', 'tamu']"
nyama yao kubwa ya kuku iliyokaangwa na mayai yake ndiyo ninayopenda wakati wote,"['nyama', 'kuku', 'iliyokaangwa', 'mayai', 'ndiyo', 'ninayopenda']"
mhudumu wa kike alikuwa mwenye kupendeza na mwenye kuchekesha,"['mhudumu', 'kike', 'kupendeza', 'kuchekesha']"
ilinibidi pia kuonja mama zangu aina mbalimbali za champu chancakes kwa siagi ya pecan na zilikuwa tamu ajabu,"['ilinibidi', 'kuonja', 'mama', 'zangu', 'aina', 'mbalimbali', 'champu', 'chancakes', 'siagi', 'pecan', 'zilikuwa', 'tamu', 'ajabu']"
laiti ungekula chakula cha shirika la ndege kwa uzito,"['laiti', 'ungekula', 'chakula', 'shirika', 'ndege', 'uzito']"
siwezi kusema mambo mazuri ya kutosha juu ya mahali hapa,"['siwezi', 'kusema', 'mambo', 'mazuri', 'kutosha', 'mahali', 'hapa']"
na nafsi zimewekewa machoni mwake tamaa na choyo,"['nafsi', 'zimewekewa', 'machoni', 'mwake', 'tamaa', 'choyo']"
mhudumu wa hoteli na meneja ni wenye urafiki sana,"['mhudumu', 'hoteli', 'meneja', 'wenye', 'urafiki']"
singependekeza mahali hapa,"['singependekeza', 'mahali', 'hapa']"
kwa ujumla nilivutiwa sana na noca,"['ujumla', 'nilivutiwa', 'noca']"
gyro yangu kwa msingi ilikuwa letusi pekee,"['gyro', 'msingi', 'letusi', 'pekee']"
utumishi mbaya sana,"['utumishi', 'mbaya']"
alivunjika moyo kabisa,"['alivunjika', 'moyo', 'kabisa']"
sijali kila aina ya tambi lakini naipenda mkono uliotengenezewa nyumbani ulitengeneza tambi na piza nyembamba hapa,"['sijali', 'aina', 'tambi', 'naipenda', 'mkono', 'uliotengenezewa', 'nyumbani', 'ulitengeneza', 'tambi', 'piza', 'nyembamba', 'hapa']"
ijaribuni mtafurahia kufanya hivyo,"['ijaribuni', 'mtafurahia', 'kufanya']"
kwa mbali jibini bora zaidi ambazo tumepata kuwa nazo,"['mbali', 'jibini', 'bora', 'ambazo', 'tumepata', 'nazo']"
pia bei nafuu,"['bei', 'nafuu']"
kila kitu kilikamilika usiku tuliokuwa ndani,"['kitu', 'kilikamilika', 'usiku', 'tuliokuwa']"
chakula ni kizuri sana kwa chakula chako cha kawaida,"['chakula', 'kizuri', 'chakula', 'chako', 'kawaida']"
ilikuwa ni safari ya kufika huko,"['safari', 'kufika', 'huko']"
unapolitazama mara ya kwanza ni mkahawa maridadi wa kuokea mikate wenye kupendeza wasafisha wafanyakazi wenye urafiki,"['unapolitazama', 'kwanza', 'mkahawa', 'maridadi', 'kuokea', 'mikate', 'wenye', 'kupendeza', 'wasafisha', 'wafanyakazi', 'wenye', 'urafiki']"
hata hivyo sifikiri nitarudi huko,"['sifikiri', 'nitarudi', 'huko']"
elewa kidole chako kwenye kitu chochote kwenye orodha ya vyakula unavyotaka na kwa kawaida unakatishwa tamaa,"['elewa', 'kidole', 'chako', 'kitu', 'chochote', 'orodha', 'vyakula', 'unavyotaka', 'kawaida', 'unakatishwa', 'tamaa']"
hili ni jambo zuri sana katika mkahawa huu,"['hili', 'jambo', 'zuri', 'mkahawa', 'huu']"
kama mnataka hukumu basi hukumu imekwisha kujieni na mkiacha itakuwa ndio kheri kwenu,"['mnataka', 'hukumu', 'hukumu', 'imekwisha', 'kujieni', 'mkiacha', 'itakuwa', 'ndio', 'kheri', 'kwenu']"
mlo wenye mafuta  mafuta,"['mlo', 'wenye', 'mafuta', 'mafuta']"
mara ya kwanza na huenda ikawa ndiyo mara ya mwisho,"['kwanza', 'huenda', 'ikawa', 'ndiyo', 'mwisho']"
vifundo hivyo vilistaajabisha,"['vifundo', 'vilistaajabisha']"
vivyo hivyo mtu aliyejifungua hakusema juu ya kuomba radhi wakati chakula chetu kilipochelewa kwa dakika 45,"['vivyo', 'mtu', 'aliyejifungua', 'hakusema', 'kuomba', 'radhi', 'chakula', 'chetu', 'kilipochelewa', 'dakika', '45']"
na ilikuwa njia ya kupata gharama kubwa,"['njia', 'kupata', 'gharama']"
hakikisha kwamba unaagiza kitindamlo hata ikiwa unahitaji kukipakia ili kisafirie tiramisu na cannoli vyote viwili vitakufa kwa ajili ya,"['hakikisha', 'unaagiza', 'kitindamlo', 'ikiwa', 'unahitaji', 'kukipakia', 'kisafirie', 'tiramisu', 'cannoli', 'vyote', 'viwili', 'vitakufa', 'ajili']"
hii ilikuwa mara yangu ya kwanza na ninasubiri hadi wakati ujao,"['hii', 'kwanza', 'ninasubiri', 'ujao']"
barbes alikuwa na sura nzuri pia,"['barbes', 'sura', 'nzuri']"
kila kitu kilikuwa chema na kitamu,"['kitu', 'kilikuwa', 'chema', 'kitamu']"
eneo hili lina kidole gumba viwili juu,"['eneo', 'hili', 'lina', 'kidole', 'gumba', 'viwili']"
mahali pazuri zaidi katika vega kwa ajili ya kiamsha  kinywa chunguza tu kikao au jua,"['mahali', 'pazuri', 'vega', 'ajili', 'kiamsha', 'kinywa', 'chunguza', 'kikao', 'au', 'jua']"
ikiwa unapenda chakula halisi cha mxican na wataka vikundi vizima vya nyama zenye kupendeza lakini zenye ladha tamu ili kuchagua kutoka kwako wahitaji kujaribu mahali hapa,"['ikiwa', 'unapenda', 'chakula', 'halisi', 'mxican', 'wataka', 'vikundi', 'vizima', 'vya', 'nyama', 'zenye', 'kupendeza', 'zenye', 'ladha', 'tamu', 'kuchagua', 'kwako', 'wahitaji', 'kujaribu', 'mahali', 'hapa']"
kusimamia mambo vibaya,"['kusimamia', 'mambo', 'vibaya']"
mkahawa mpya ulio bora sana na karenchman mwenye uzoefu,"['mkahawa', 'mpya', 'ulio', 'bora', 'karenchman', 'uzoefu']"
kama kungalikuwa na nyota za sufuri ingeipa nyota sufuri,"['kungalikuwa', 'nyota', 'sufuri', 'ingeipa', 'nyota', 'sufuri']"
milo mikubwa kandokando ya milo mikubwa ya divai yenye kustaajabisha,"['milo', 'mikubwa', 'kandokando', 'milo', 'mikubwa', 'divai', 'yenye', 'kustaajabisha']"
hitini mbaya zaidi iliyowahi kutokea,"['hitini', 'mbaya', 'iliyowahi', 'kutokea']"
nyama na uduvi ni bora zaidi katika umbo langu kwani kuna miti aina ya gc,"['nyama', 'uduvi', 'bora', 'umbo', 'langu', 'kwani', 'kuna', 'miti', 'aina', 'gc']"
nilikuwa na fursa leo ya kuonja piza zako za ajabu,"['nilikuwa', 'fursa', 'leo', 'kuonja', 'piza', 'zako', 'ajabu']"
tulingoja kwa dakika thelathini ili tuketi ingawa kulikuwa na meza 8 tupu na tulikuwa watu pekee waliokuwa wakingoja,"['tulingoja', 'dakika', 'thelathini', 'tuketi', 'ingawa', 'kulikuwa', 'meza', '8', 'tupu', 'tulikuwa', 'pekee', 'waliokuwa', 'wakingoja']"
caraccio ya manjano iliyeyuka mdomoni mwako ikiwa safi,"['caraccio', 'manjano', 'iliyeyuka', 'mdomoni', 'mwako', 'ikiwa', 'safi']"
na inapo kuja nusura kutoka kwa mola wako mlezi husema hakika sisi tulikuwa pamoja nanyi,"['inapo', 'kuja', 'nusura', 'mola', 'wako', 'mlezi', 'husema', 'hakika', 'sisi', 'tulikuwa', 'nanyi']"
hawawezi kula viazi ambavyo mimi alipata ndani yake nywele ambazo hazikuliwa na watu wasiowajua,"['hawawezi', 'kula', 'viazi', 'ambavyo', 'alipata', 'nywele', 'ambazo', 'hazikuliwa', 'wasiowajua']"
ni vikolezo tu vilivyotiwa vikolezo vya kutosha ambavyo kwa kweli ni vikamilifu,"['vikolezo', 'vilivyotiwa', 'vikolezo', 'vya', 'kutosha', 'ambavyo', 'kweli', 'vikamilifu']"
usiku uliopita nilikula hapa mara ya pili na nilifurahi sana nikaamua kurudi,"['usiku', 'uliopita', 'nilikula', 'hapa', 'pili', 'nilifurahi', 'nikaamua', 'kurudi']"
wala sisi hatutaadhibiwa,"['wala', 'sisi', 'hatutaadhibiwa']"
kitindamlo kilikuwa cha ajabu kidogo,"['kitindamlo', 'kilikuwa', 'ajabu', 'kidogo']"
rafiki yangu wa kiume na mimi tulikuja hapa kwa mara ya kwanza katika safari ya hivi karibuni ya kwenda vegas na hatungependezwa zaidi na ubora wa chakula na utumishi,"['rafiki', 'kiume', 'tulikuja', 'hapa', 'kwanza', 'safari', 'hivi', 'karibuni', 'vegas', 'hatungependezwa', 'ubora', 'chakula', 'utumishi']"
kwa kweli napendekeza mahali hapa uwezapo kwenda vibaya na mahali hapa pa kufanyia kazi,"['kweli', 'napendekeza', 'mahali', 'hapa', 'uwezapo', 'vibaya', 'mahali', 'hapa', 'pa', 'kufanyia', 'kazi']"
mandhari nzuri,"['mandhari', 'nzuri']"
ningependekeza chumba cha kuweka akiba kwa ajili ya hili,"['ningependekeza', 'chumba', 'kuweka', 'akiba', 'ajili', 'hili']"
nadhani tulikwenda usiku lakini kufanya hivyo kulikuwa jambo la aibu,"['nadhani', 'tulikwenda', 'usiku', 'kufanya', 'kulikuwa', 'jambo', 'aibu']"
hata hivyo ono langu la hivi karibuni katika eneo hili hususa halikuwa zuri sana,"['ono', 'langu', 'hivi', 'karibuni', 'eneo', 'hili', 'hususa', 'halikuwa', 'zuri']"
najua hii si kama ile mikahawa mingine hata kidogo ambayo iko mbali sana hapa,"['najua', 'hii', 'si', 'ile', 'mikahawa', 'mingine', 'kidogo', 'ambayo', 'iko', 'mbali', 'hapa']"
na yaliyo machafu yahame,"['yaliyo', 'machafu', 'yahame']"
nafikiri mkahawa huu unasumbuliwa na kutokujaribu sana vya kutosha,"['nafikiri', 'mkahawa', 'huu', 'unasumbuliwa', 'kutokujaribu', 'vya', 'kutosha']"
vyakula vyote vya tapa vilikuwa vitamu,"['vyakula', 'vyote', 'vya', 'tapa', 'vilikuwa', 'vitamu']"
nipe moyo eneo hili,"['nipe', 'moyo', 'eneo', 'hili']"
saladi yangu ilikuwa na kigingi kwenye mboga za kijani  kibichi na mioyo ya michikichi,"['saladi', 'kigingi', 'mboga', 'kijani', 'kibichi', 'mioyo', 'michikichi']"
baada ya muda wa miaka miwili nilijihisi kuwa mwenye kuchukiza sana,"['miaka', 'miwili', 'nilijihisi', 'kuchukiza']"
raha,['raha']
ninaamini kwamba sehemu hii ni kituo kikubwa kwa wale wenye tumbo kubwa na wanaoshindania sushi,"['ninaamini', 'sehemu', 'hii', 'kituo', 'kikubwa', 'wale', 'wenye', 'tumbo', 'wanaoshindania', 'sushi']"
kiasi cha ukarimu na ladha kubwa,"['kiasi', 'ukarimu', 'ladha']"
sitarudi kamwe mahali hapa wala sitapendekeza kamwe mahali hapa kwa mtu yeyote,"['sitarudi', 'kamwe', 'mahali', 'hapa', 'wala', 'sitapendekeza', 'kamwe', 'mahali', 'hapa', 'mtu', 'yeyote']"
hawawi sawa miongoni mwenu wenye kutoa kabla ya ushindi na wakapigana vita,"['hawawi', 'sawa', 'miongoni', 'mwenu', 'wenye', 'kutoa', 'kabla', 'ushindi', 'wakapigana', 'vita']"
chakula kilikuwa kitamu,"['chakula', 'kilikuwa', 'kitamu']"
saa kwa uzito,"['saa', 'uzito']"
ninafikiria wizi huu,"['ninafikiria', 'wizi', 'huu']"
andika mahali hapa pahitaji kitu kamili cha kufunika uso,"['andika', 'mahali', 'hapa', 'pahitaji', 'kitu', 'kamili', 'kufunika', 'uso']"
hivi karibuni tulishuhudia mwenendo wake mbaya kuelekea wageni wengine,"['hivi', 'karibuni', 'tulishuhudia', 'mwenendo', 'mbaya', 'kuelekea', 'wageni']"
alingoja na kungoja,"['alingoja', 'kungoja']"
pia alirudi kutuchunguza kwa ukawaida tukiwa watumishi bora,"['alirudi', 'kutuchunguza', 'ukawaida', 'tukiwa', 'watumishi', 'bora']"
mlinzi wetu alikuwa mzuri sana na alituchunguza mara nyingi,"['mlinzi', 'wetu', 'mzuri', 'alituchunguza', 'nyingi']"
piza ilikuwa na ladha ya vitafunio vya zamani visivyopendeza,"['piza', 'ladha', 'vitafunio', 'vya', 'zamani', 'visivyopendeza']"
kisha nikaelekea upande mmoja ili kuwajaribu lakini akavunjika moyo sana,"['nikaelekea', 'upande', 'kuwajaribu', 'akavunjika', 'moyo']"
utumishi ulikuwa mzuri na kampuni ilikuwa nzuri zaidi,"['utumishi', 'ulikuwa', 'mzuri', 'kampuni', 'nzuri']"
wafanyakazi pia ni wenye urafiki sana na wenye matokeo mazuri,"['wafanyakazi', 'wenye', 'urafiki', 'wenye', 'matokeo', 'mazuri']"
kwa habari ya utumishi huo bumba kwa sababu unaandaliwa haraka na baadhi ya watu wazuri,"['habari', 'utumishi', 'bumba', 'sababu', 'unaandaliwa', 'haraka', 'baadhi', 'wazuri']"
mvulana alikuwa yule mnyonyaji akiwa kavu,"['mvulana', 'mnyonyaji', 'akiwa', 'kavu']"
inakadiriwa kupita kiasi,"['inakadiriwa', 'kupita', 'kiasi']"
ukitafuta chakula halisi cha thai nenda mahali pengine,"['ukitafuta', 'chakula', 'halisi', 'thai', 'nenda', 'mahali', 'pengine']"
nyama zao hupendekezwa 100,"['nyama', 'zao', 'hupendekezwa', '100']"
baada ya kulivuta gari langu ingoje kwa dakika nyingine 15 kabla ya kukubaliwa,"['kulivuta', 'gari', 'langu', 'ingoje', 'dakika', 'nyingine', '15', 'kabla', 'kukubaliwa']"
chakula kikubwa na utumishi mkubwa katika mazingira safi na yenye urafiki,"['chakula', 'kikubwa', 'utumishi', 'mazingira', 'safi', 'yenye', 'urafiki']"
zote ni pamoja na kukuhakikishia kwamba uko mgonjwa,"['zote', 'kukuhakikishia', 'uko', 'mgonjwa']"
chukia vitu hivyo kwa bei ya chini kama vile zeituni nyeusi,"['chukia', 'vitu', 'bei', 'zeituni', 'nyeusi']"
kiamsha  kinywa changu kilitenganishwa sana kwa wonyesho mzuri wa vipande vikubwa 3 vya mkate  unga uliopakwa sukari ya unga  unga,"['kiamsha', 'kinywa', 'changu', 'kilitenganishwa', 'wonyesho', 'mzuri', 'vipande', 'vikubwa', '3', 'vya', 'mkate', 'unga', 'uliopakwa', 'sukari', 'unga', 'unga']"
watoto wakicheza ni wachafu,"['watoto', 'wakicheza', 'wachafu']"
mahali pakuu huondoa au kula ndani,"['mahali', 'pakuu', 'huondoa', 'au', 'kula']"
mhudumu huyo wa hoteli alikuwa mwenye urafiki na alifurahi kwa ajili ya uchaguzi wa veganveggie,"['mhudumu', 'huyo', 'hoteli', 'urafiki', 'alifurahi', 'ajili', 'uchaguzi', 'veganveggie']"
img i alihisi kama i haikuwa imewahi kula tuhai hadi mlo huu,"['img', 'i', 'alihisi', 'i', 'haikuwa', 'imewahi', 'kula', 'tuhai', 'mlo', 'huu']"
hakika huo moto ni katika mambo yaliyo makubwa kabisa,"['hakika', 'moto', 'mambo', 'yaliyo', 'makubwa', 'kabisa']"
lilikuwa rangi hafifu badala ya rangi nzuri na marari na halina ladha,"['lilikuwa', 'rangi', 'hafifu', 'badala', 'rangi', 'nzuri', 'marari', 'halina', 'ladha']"
mafuvu hayo pia huonja kutengenezwa kwa nyumbani ambako kuna faida ya ziada,"['mafuvu', 'hayo', 'huonja', 'kutengenezwa', 'nyumbani', 'ambako', 'kuna', 'faida', 'ziada']"
nilirudi nyumbani ili kuona mabawa makavu zaidi kuwahi kuonekana,"['nilirudi', 'nyumbani', 'kuona', 'mabawa', 'makavu', 'kuwahi', 'kuonekana']"
nilikuwa nikitua kwa ukawaida katika safari zangu za kwenda phoenix,"['nilikuwa', 'nikitua', 'ukawaida', 'safari', 'zangu', 'phoenix']"
nilifurahia sana marhamu kabla hawajapanuka i hata kuwaambia marafiki wao kwamba walikuwa na kiamsha  kinywa kizuri zaidi,"['nilifurahia', 'marhamu', 'kabla', 'hawajapanuka', 'i', 'kuwaambia', 'marafiki', 'kiamsha', 'kinywa', 'kizuri']"
hawatafaidika kwa sababu ya pesa ulizo nazo,"['hawatafaidika', 'sababu', 'pesa', 'ulizo', 'nazo']"
ninaikosa na kutamani kwamba walikuwa na mmoja waphiladelphia,"['ninaikosa', 'kutamani', 'waphiladelphia']"
tuliketi kwa haraka lakini tukafikia dakika 40 ili tutuamuru dakika 30 kabla ya chakula kufika,"['tuliketi', 'haraka', 'tukafikia', 'dakika', '40', 'tutuamuru', 'dakika', '30', 'kabla', 'chakula', 'kufika']"
pia wana jibini bora zaidi mjini,"['wana', 'jibini', 'bora', 'mjini']"
thamini chakula kikubwa kwa utumishi mkubwa,"['thamini', 'chakula', 'kikubwa', 'utumishi']"
huyo anaweza kuomba chakula chenye kuridhisha zaidi,"['huyo', 'anaweza', 'kuomba', 'chakula', 'chenye', 'kuridhisha']"
chakula ni kizuri,"['chakula', 'kizuri']"
hakika huo moto ni katika mambo yaliyo makubwa kabisa,"['hakika', 'moto', 'mambo', 'yaliyo', 'makubwa', 'kabisa']"
nilitaka tu kuondoka,"['nilitaka', 'kuondoka']"
tulisafiri mwendo mrefu kutoka kaskazini mwa scotsdandand kwa sababu hatukukatishwa tamaa hata kidogo,"['tulisafiri', 'mwendo', 'mrefu', 'kaskazini', 'mwa', 'scotsdandand', 'sababu', 'hatukukatishwa', 'tamaa', 'kidogo']"
hatauingia ila mwovu kabisa,"['hatauingia', 'ila', 'mwovu', 'kabisa']"
wamiliki wa duka hilo kwa kweli wanahitaji kuacha kuwa wanoooooboo kwa bei rahisi na wafungie kipande changu cha mbao katika karatasi mbili si kimoja,"['wamiliki', 'duka', 'hilo', 'kweli', 'wanahitaji', 'kuacha', 'wanoooooboo', 'bei', 'rahisi', 'wafungie', 'kipande', 'changu', 'mbao', 'karatasi', 'mbili', 'si', 'kimoja']"
nilichunguza mahali hapa miaka kadhaa iliyopita na sikuvutiwa,"['nilichunguza', 'mahali', 'hapa', 'miaka', 'kadhaa', 'iliyopita', 'sikuvutiwa']"
kuku alipashwa joto kwa hakika na alikuwa tu kabari hizo zilikuwa baridi na zenye povu,"['kuku', 'alipashwa', 'joto', 'hakika', 'kabari', 'hizo', 'zilikuwa', 'baridi', 'zenye', 'povu']"
pole kwa pole hatutapata chakula hapa hivi karibuni,"['pole', 'pole', 'hatutapata', 'chakula', 'hapa', 'hivi', 'karibuni']"
lazima ziara kamili izuru,"['lazima', 'ziara', 'kamili', 'izuru']"
ulimi wa ngombe na tacos ni wenye kustaajabisha,"['ulimi', 'ngombe', 'tacos', 'wenye', 'kustaajabisha']"
rafiki yangu hakumpenda baba yake mwenye damu,"['rafiki', 'hakumpenda', 'baba', 'damu']"
licha ya kiasi cha fedha ambacho kwa kweli si rahisi kwangu kutokeza nyota 1,"['licha', 'kiasi', 'fedha', 'ambacho', 'kweli', 'si', 'rahisi', 'kwangu', 'kutokeza', 'nyota', '1']"
kwa kweli wanataka kufanya uzoefu wako uwe mzuri,"['kweli', 'wanataka', 'kufanya', 'uzoefu', 'wako', 'uwe', 'mzuri']"
wala hatarejea tena,"['wala', 'hatarejea']"
nilikuwa na kuku wa pho na ladha ya bland,"['nilikuwa', 'kuku', 'pho', 'ladha', 'bland']"
kutamauka sana,['kutamauka']
kuku aliyechomwa alikuwa mwororo sana na mwenye rangi ya manjano kutokana na msimu wa waridi,"['kuku', 'aliyechomwa', 'mwororo', 'rangi', 'manjano', 'kutokana', 'msimu', 'waridi']"
