text,labels
Maji meusi ni kisisimuaji ambacho huweza kushinda kabisa mipaka yake ya kuchezesha - chezesha - chezesha - chezewa kwa kupindua matazamio ya kutokea kama ono lenye nguvu,positive
inafanya kazi nzuri,positive
Maisha hayayaweki vya kutosha ili yeyote ajue ni duka gani linalouza linijulishe kwa sababu hili ni lazima liwe linamiliki,positive
Kampuni ilisafirisha bidhaa zangu upesi sana na kufanya kazi vizuri,positive
Pia huwezi kupiga picha kwenye kisanduku hicho kwa sababu lenzi imefunikwa,negative
Huduma kubwa sana za chakula na uhamaji,positive
kila kitu kwenye simu kinafanya kazi kikamilifu.,positive
mandhari za vituo vya kifo hazikuwa zikisonga,negative
nachukia sinema kama hizo,negative
Watu wanaopenda filamu za european na filamu za sanaa wataipenda filamu hii,positive
Akitukana chuki kali na akalazimika kwenda nje kwa ajili ya pumziko la moshi huku akitumika tu kuuimarisha,negative
lo filamu mbaya namna gani,negative
Kwa wazi kuna tatizo katika gundi,negative
katika eneo la ajabu sana liko hadithi ya tofauti,positive
1010,positive
lakini sipendi,negative
haikuonyesha mandhari pana zilizokuwa sehemu kubwa ya awali,negative
Kwa kweli niliipenda kuliko kumhoji mtu mwenye ugonjwa wa specheke na nilivutiwa na mji huu unaoelekea kuwa na msongamano wa magari kuliko kujaribu kusafiri kwa meli,positive
haikufanyi uonekane mwenye ubaridi,negative
Kilichonisumbua ni utumishi wa polepole,negative
Jambo lolote lile uepukalo ling'o kuwa kinyume cha yote yaliyo mema juu ya magari ya kibinadamu,negative
Na mshuhudishe mashahidi wawili katika wanaume wenu.,positive
Ni sinema yenye kuhuzunisha lakini nzuri sana,positive
hii ni nambari ya kwanza ya th bora mfululizo,positive
nadhani nilikuwa mmoja wa watu ambao walipata hii moja ya lulu ya roth,positive
wanayo chakula cha jioni.,positive
Imesimama karibu na mahali hapa akiwa na kichaa cha kuwatengenezea wafanyakazi wa kikosi cha chuma wenye fadhili sana,positive
Usipoteze pesa zako,negative
Jifaidi na kuepuka mlo huu,negative
Hakuna pendeleo la kula hapo,negative
Iliuzwa kwa bei ya chini lakini ya fedha ilikuwa na matokeo mazuri kwa sababu ya gharama ya chini ya bidhaa hii,positive
Kwa urahisi hakuna katuni nyingine yoyote iliyonifanya nicheke kwa njia ya wororo kabla ya kuanza kukaza fikira kwa vijana kwenye vipindi vya televisheni vya giza,positive
hasara moja kubwa ya mchezaji huyo ni kwamba vidude vilivyo kwenye simu za mkononi hukuwezesha kutua na kucheza nyimbo baada ya sekunde chache,negative
Utumizi wa wateja ulikuwa mbaya sana,negative
mtindo wa sanaa una sura ya michoro ya rangi mbalimbali na ni maridadi ajabu na yenye kupendeza,positive
mshtuko wa moyo uliochomwa mjini vegas ni kisababu kilicho bapa kabisa kwa ajili ya mkahawa,negative
waigizaji maskini,negative
yale ambayo filamu hii haina ni maandishi yenye kusadikisha,negative
Wahudumu wako wananyonya kukosolewa na mfanyakazi wetu,negative
huo kabisa bila sifa yoyote hii ni sawa na kuteswa,negative
sana ujinga katika kila nyanja kuwa inakuwa fujo nyepesi isiyo ya kupendeza hii ni moja ya sinema zinazosahaulika sana ambazo nimeona,negative
Siwezi kufanya ziara mahali fulani - fulani,negative
Ni muziki mdogo sana au chochote cha kusema,negative
Baadhi ya watu wanaweza kusema kwamba kura hizi zina bei ghali lakini nafikiri unapata kile unachokilipia na mahali hapa unapapata sana,positive
nimechoshwa na kukaa maeneo haya,negative
Kibonyezo kizuri kisicho na waya,negative
ilinifurahisha sana,positive
saladi ya upande wangu ya kreek iliyokuwa na nguo ya kreek ilikuwa tamu sana na ile ya cana na mbomu ilikuwa yenye kuburudisha sana,positive
Yenye maumivu sikioni,negative
ngoma hiyo ilipokelewa vizuri na mashabiki wa muziki na miongoni mwa nyimbo zilizopata downloads nyingi zaidi mtandaoni,positive
Hii ni kwa sababu ilichukua dakika 20 ndipo dakika nyingine 35 ili kupata chakula chetu na waliendelea kusahau mambo,negative
sinema filamu ilipigwa kwa njia ya kupendeza,positive
haifanyi kazi,negative
ni jambo la kuchekesha,positive
betri inafanya kazi vizuri na badala ya ile ya awali iliyokuja kwa simu zaidi ya miaka 2 iliyopita,positive
Kutobadilika - badilika kwa hata kuropoka hakungeweza kuwa na furaha zaidi kwa mtoto wangu mpya kwa sababu ya droid,positive
nyepesi na nzito,positive
Kwa kusikitisha hii ni sinema mbaya iliyo wazi,negative
mbaya zaidi kuliko ticker,negative
kwa kutumia stirio ya nyumbani kwako,positive
nilikatishwa tamaa katika sinema,negative
Mitumbwi imekuwa sahili zaidi,positive
Ndizi ilikuwa dhaifu na nyembamba na yenye unyevu,positive
sinema hii ilikuwa na wahusika wa nyota zote na kile nilikipenda zaidi ni kwamba ilifungua macho yangu kuona waigizaji wengine ambao sijawahi kuona hapo awali,positive
hadithi hiyo si yenye kupendeza na kwa kweli haielezi chanzo kibaya cha vikaragosi,negative
lakini filamu hii ilinifikia kwelikweli,positive
ana moyo mkujufu,positive
mtandao duni hata line yao niliweka nyuma ya simu yangunatumia airtel,negative
jumia ghana ndio mbaya kabisa,negative
hii ilikuwa sinema ya kushangaza kiasi kwamba niliinunua kutoka kwa ebay,positive
Usipoteze wakati wako,negative
ama ilikuwa baridi mno isiyo na ladha ya kutosha ama mbaya tu,negative
sinema moja ambayo haiachi kamwe kunipendeza ni kwa sababu hiyo hunifanya niwe chonjo na kujaribu kuelewa maana ya sinema hiyo,positive
Huyu si katika ulimwengu huu ila ni mtu aliye pandwa na wazimu.,positive
vibanzi na vyombo vinavyoweza kuuzwa hapa ni vya ajabu,positive
watoto wanachukiza,negative
wana mazingira mazuri sana,positive
hufanya kazi kama inavyoelezwa,positive
▪ kuzungumza kuhusu huduma za wateja ambazo si za bure,negative
labda kungekuwa na maelezo ya kuridhika kwa udhalimu huu,negative
kwa kifupi hii ilikuwa upotezaji wa muda na nguvu na singependekeza mtu yeyote kuona filamu hii,negative
mlolongo wa ufunguzi wa gem hii ni ya asili na michezo ya paka na panya inayofuata ni ya kufurahisha kutazama,positive
elias koteas jack palance anacheza majukumu mazuri angelina yuko moto na anakuwa uchibilly drago anaonekana katika hii na ni mzuri kama kawaida aalio na sven ole thorsen husaidia kuifanya sinema hii ya kufurahisha sana na kaimu mzuri na bajeti nzuri,positive
jambo moja zaidi ninaloweza kuvumilia kutokukamilika kisiasa ni jambo zuri sana kwa uhuru wa kisanii na kusimamishwa kwa kutoamini lakini tabia ya kike ya kitumwa ilikuwa kubwa sana,negative
Utumishi mbaya sana,negative
print operation status,negative
nilipenda ilikuwa ya kutisha sana,positive
filamu nzuri ya mwelekezi mkuu,positive
Kulipa mbwa moto 785 na biskuti zinazofanana na chakula kilichotoka kwa watoto kwenye kopeschnitzel si wazo langu la mlo mzuri,negative
mtoto ana talanta sana,positive
sijui ni nini hasa juu ya sinema hii lakini tulitegemea sinema hii inayopendeza na imekuwa sehemu maalum ya kumbukumbu za familia yetu,positive
ni vikolezo tu vilivyotiwa vikolezo vya kutosha ambavyo kwa kweli ni vikamilifu,positive
sinema hii iliteseka kwa sababu ya uandishi ilihitaji tuhuma zaidi,negative
Nilifanya kazi vizuri sana kwa kichwa cha ndege aina ya treo 700w na kichwa cha kamba ya angani kikiwa kimewekwa kwenye ngozi yangu kwa kutumia kipima - rangi cha buluu cha mohooth transceiver,positive
Angalau watu 40 walipitisha utaratibu kati yetu na chakula kikiwasili na ikajulikana kwamba kilikuwa na shughuli nyingi,negative
Jumla ya ajali hushindwa,negative
Eleza sinema chafu,negative
bei ilikuwa nzuri sana na kwa meli zilizo huru na vyote vilikuwa ununuzi mzuri,positive
kifaa cha mkononi bila malipo,positive
ni sinema ya kusikitisha lakini nzuri sana,positive
Sikuwa na tatizo lolote na kitu hiki na ningekiagiza tena ikihitajika,positive
sioni kweli jinsi mtu yeyote angefurahiya sinema hii,negative
sauti nzuri,positive
Epuka sinema hii kwa vyovyote vile,negative
Ni rahisi kutumia simu hiyo na ina kishikizo cha mshipi kinachoweza kushikana kwa urahisi,positive
Filamu hiyo ilikuwa na picha ya nyota na kitu nikipendacho zaidi ni kwamba ilifungua macho yangu ili nione waigizaji wengine ambao ninawaona kabla ya hapo,positive
wahusika wakuu wawili huenda wakawa wawili kati ya watoto wenye kuaminika zaidi ambao nimepata kuona kwenye kiwambo,positive
ni aina ya kambi ya filamu ambayo ni furaha kutazama,positive
"Kwa vyovyote vile, bila ustahili katika kiwango chochote huu wafanana na mateso",negative
maandishi yako hapo awali,negative
"Zitacheka, zitachangamka;",positive
tom wilkinson ilivunja moyo wangu mwishoni na kila mtu aliyekuwa akihukumu kulingana na kiasi cha kupunga mikono na kunyoosha mikono kuelekea nyuso miongoni mwa wanaume na wanawake vilevile,positive
Tumesifu sana jambo hilo,positive
woa anazungumzia mambo mabaya sana,negative
kipande chake cha kokoto,negative
Kujaribu ujanja kwa kamera nyeusi na yenye werevu huiinua sinema hiyo kwa njia isiyo ya kawaida kukawa jambo la kijinga hata zaidi kwa kuwa sinema hiyo ilikuwa duni na njama na mistari ilikuwa karibu haipo,negative
pia kuna unafiki wa kutosha katika filamu hii wa kunifanya nipike,negative
Vitu vinavyotajwa katika ufafanuzi huo havitiwi ndani,negative
Haitumii wakati mwingi pamoja na nokia 5320,negative
nimemiliki simu hii kwa miezi 7 sasa na naweza kusema kuwa ndio simu ya rununu bora kabisa ambayo nimekuwa nayo,positive
kwa nini mboga hizo ndogo zenye kuhuzunisha ni nyingi mno hivi kwamba hazijaiva vizuri,negative
Kikuto cha kamba - mti cha kale kilipendeza sana,positive
Chakula kilikuwa kivuguvuvu sana hivi kwamba ni lazima kiwe kilikuwa kimeketi kukingojea mhudumiaji ili kutuleta nje,negative
mkahawa mpya ulio bora sana na karenchman mwenye uzoefu,positive
"Yawaje basi itakapo fika roho kwenye koo,",positive
Basi sipati kuwezeshwa haya ila na mwenye kukufuru.,negative
jambo lililo baya zaidi ya kuimba kwa tayls lilikuwa kuimba kwa sauti ya chini,negative
Nilikatishwa tamaa sana na sinema hiyo,negative
sikutarajia vifaa vya oscar lakini hii,negative
jinsi kipande hiki cha takataka kilivyowahi kutolewa ni imenishinda uigizaji hadithi wahusika athari zinazodaiwa kuwa maalum nk zote ni mbaya,negative
Hicho ni kitu kidogo kikubwa,positive
Jambo la kwanza lililotukia ni kwamba reli hiyo ilikuwa imesimamishwa,negative
Simu hii ilikuwa na ujumbe mwingi sana hivi kwamba nilifikiri ndiyo iliyokuwa kosa langu bora zaidi,negative
tatizo ni kwamba vipimio vya sikio vimefanyizwa kwa vifaa dhaifu na huvunjika kwa urahisi,negative
baada ya kutazama filamu hii nataka kujifunza zaidi kuhusu kazi za msanii huyu,positive
Nilijihisi nimelala mara ya kwanza nilipoitazama ili niweze kuipendekeza kwa wagonjwa wa kukosa usingizi,negative
kipindi hiki kinafanywa kwa ajili ya wamerica ambao ni wajinga sana na umejaa chuki na vichli vya kuweza kukubaliwa kwingineko,negative
Ni kupoteza wakati kwa muda wa saa moja na nusu kufuata kikundi cha wanafunzi wa shule za sekondari wenye kuvutia sana na kulia juu ya maisha,negative
nzuri kwa taya,positive
simu ya juu,positive
Kwa hiyo tukaenda kwa simbamarara na kuwa na alasiri nzuri,positive
plastiki hukatika kwa urahisi sana kwenye kipande hiki,negative
Kwa kweli mchele mzuri wakati wote,positive
amekatishwa tamaa sana kwa kutumia kiseyeye,negative
schrader ametengeneza filamu nyingi zisizo na ujuzi,negative
Mchomaji ni nyama nzuri ya ng'ombe iliyopikwa vizuri kabisa,positive
na kweli niliwapata wanapendeza,positive
kwa hiyo kwa msingi nilitupa pesa zangu nje ya dirisha bila kitu,negative
Basi ni sawa kabisa na visa vya watu wasio jua.,negative
Nilipendezwa na jinsi ambavyo mgomba - vumbi alikuwa tayari kufanya karibu kila kitu ili akae na mwana wake,positive
watu hawakuweza kunisikia nikiongea na ilibidi nikatoe earphones na kuongea kwa simu,negative
Huduma ilikuwa chakula kibaya sana kilicholetwa na mediocre,negative
Nilichunguza mahali hapa miaka kadhaa iliyopita na sikuvutiwa,negative
lakini napendekeza subiri juhudi zao za baadaye acha hii iende,negative
Tuliondoka tukiwa tumejazwa vitu na wenye furaha juu ya ono letu la kwanza la mabaga,positive
"Hata hivyo, sinema za aina hii zina faida fulani",positive
ipendekeza sana kifaa hiki kwa kila mtu,positive
Elewa kidole chako kwenye kitu chochote kwenye orodha ya vyakula unavyotaka na kwa kawaida unakatishwa tamaa,positive
john garfield ann revere lilli plmer william conrad canada lee na kutayarishwa na mmoja wa waandishi wa sinema kubwa kuwahi neema kwenye skrinijames wong howe,positive
Picha za sinema zenye kutokeza kutia ndani maoni mazuri ya barcelona na minara yake maarufu ya saudi,positive
Kituo hicho kilikuwa na kichwa cha rangi ya bluu natoothi kwa muda fulani sasa na bado hakistareheshwi na jinsi kinavyotoshea sikioni,negative
Mazingira ya mashindano ya dansi huwafurahisha na kuwasisimua wakataji nyama tamu ya besiboli,positive
unapata kile unacholipia kwa kukisia - kisia,negative
vivian schilling alifanya kazi nzuri na maandishi,positive
ni sinema ya televisheni iliyofanywa vizuri sana,positive
Pia niliamua kutoirudisha kwa sababu mhudumu wetu wa kike alionekana kama alivyokuwa karibu kupatwa na mshiko wa moyo,negative
kazi nzuri,positive
waigizaji ni wazuri,positive
minyororo ambayo haichoshi feni yapigapiga sehemu hii kwa urahisi,negative
Jambo baya zaidi lilikuwa sashimi ya salmoni,negative
mazungumzo ya sinema ni halisi kwa maisha,positive
Matangazo ya biashara ni yenye kupotosha zaidi,negative
simu nyingi za mkononi,positive
Nilifurahia sana kutembelea hiro kwa mara ya kwanza,positive
nikiwa mgonjwa na kichwa changu kianzapo kulia bila sababu,negative
Nilikuwa na kifungua - kinywa kigumu sana hapa,positive
Jihn garfield anisti lilli pilmer william conda leeand aliyepigwa picha na mmojawapo wa wataalamu wakubwa zaidi wa sinema ili kupata fursa ya kushindilia filamu hizo,positive
simu ni imara na haiwezi kupenya maji,positive
valentines zenye furaha,positive
"Ndiyo, filamu hiyo inahitaji maswali mengi sana lakini vipande hivyo vinaunganishwa ili kutokeza picha maridadi",positive
Kutazama mashine ya kufulia nguo huku na huku kunaumiza macho yako kwa kadiri ambavyo jambo hili laonyesha,negative
kwamba ama yule aliyeshindwa kufanya kazi ama,negative
kupoteza kwake marumaru mapema sana katika kesi hiyo haifurahishi,negative
Mwenye kuongoza hana hatia.,negative
usikivu unaopewa kila mhusika na michoro tata za kisaikolojia uaminifu wa kuelezea hila upendo na tumaini ni kubwa,positive
wahusika ni wenye kupendeza na kweli unawajali,positive
hata wakati wanawake watajidhihirisha hakuna ishara ya uboreshaji mambo yanayotarajiwa sana kutokea na wakati filamu imekwisha unaweza kuwa umelala sana,negative
nilipenda jinsi mhusika wa dustin hoffman ilikuwa tayari kufanya karibu kila kitu ili kukaa na mtoto wake,positive
Tokeo ni sinema ambayo haionekani vizuri,negative
Matundu hapa ni mazuri kwa sababu ya kichaa,positive
sinema tatu za kupendeza zaidi ambazo nimewahi kuona,positive
wao hufanya kazi kwa majuma 2 hivi kisha hupumzika,negative
hafuatili,negative
Naipenda pho na mikunjo ya masika oh kwa hiyo ni lazima ujaribu,positive
sinema hii ni mbaya,negative
utumishi ni wa haraka na wenye urafiki,positive
Kutumia pesa vibaya,negative
Hakika yeye ni mwenye bahati kubwa.,positive
ninajua kuwa jim oconnor alikuwa na nguvu sana na kwamba hakuna mtu anayeweza kuwa kama yeye lakini george hakuwa na riba,negative
Bei ni nzuri pia,positive
asante kwa kuepuka kifo na kuwaelimisha vijana wengine,positive
Nina simu hii na ni mwiba upande wangu na huuchukia sana,negative
bado hufanya kwa haya yote na mwisho mzuri ambao unaonyesha chombo kikubwa cha baharini kinachukuliwa na baridi kali,positive
mahali pazuri zaidi katika vega kwa ajili ya kiamsha - kinywa chunguza tu kikao au jua,positive
Msimamizi huonekana akifanya kazi vizuri,positive
Wakifurushwa.,negative
Plani ni upuuzi usiopendeza kwa njia yoyote ile au usio na kifani kwayo,negative
swadakta kabisa kwa kazi nzuri,positive
Ni afadhali kuliko ayce sushi sehemu ile nyingine nilikwenda kwenye vegas,positive
Hawezi kutenda moja ya mabaradhuli yasiyotisha ambayo nimepata kuona yeye hajawahi kuandika aliiandikia filamu hii ya damblia katika usingizi wake,negative
Kwa kweli ni wonyesho mzuri sana wa kutazama,positive
mipangilio ya malta ni kavu na tasa kama mazungumzo,negative
sinema hii inafanya kazi nzuri ya kufunua ugumu wa kazi hiyo na changamoto kubwa inayowakabili afrika kusini,positive
iyo kazi si rahisi,negative
matokeo yake ni filamu ambayo haionekani kuwa sawa,negative
kila kitu chanuka,negative
hii kwa hakika ni moja ya hati bora zaidi ambazo zimeonekana kutazama mahusiano ya familia na ndoa,positive
kifaa kidogo hufanya kazi nyingi sana,positive
natafsiri sinema kwa ajili ya kuishi na hii ni sinema ya kwanza katika uzoefu wangu wa miaka 5 wa kufanya kazi ambao nimepata kukosoa akili yangu,negative
Kwa ujumla nilivutiwa sana na noca,negative
Jambo moja ambalo ninachukia ni namna ya kifungo cha kando,negative
Sasa wazia kwamba kila mmoja wa maamuzi hayo alikosea,negative
Usifanye kosa lilelile ambalo nilifanya na tafadhali usinunue simu hii,negative
Chakula kilitayarishwa kwa njia hiyo,positive
"Hivyo, masimulizi mengi yasiyo sahihi hukumbukwa na kila sehemu huandikwa vizuri sana",positive
Alifika haraka na gharama ndogo kuliko wengine wanaouzwa,positive
Kwa kusikitisha nyama ya korosho ni mahali ambapo tutaepuka kabisa wakati wa safari yetu inayofuata kuelekea vega,negative
labda ilikuwa chafu,negative
i niliona kuhama huko kukifurahisha na kutia moyo,positive
kwa wasomaji ambao tayari wameona moja ya filamu za iyazaris bado yuko katika hali ya juu na kufanya ono jingine lifaalo,positive
Alikuja mbio nyuma yetu alipong'amua kwamba mume wangu alikuwa ameacha miwani yake ya jua mezani,positive
Chukia vitu hivyo kwa bei ya chini kama vile zeituni nyeusi,negative
Laiti ningeingia katika viwango hasi vya maadili,negative
hii ni simu nzuri,positive
Chakula moto hakina joto jingi karibu na chumba cha kulala ambapo wafanyakazi wanatayarisha chakula kwa mikono isiyo na glavu kila kitu kimekaangwa sana kwa mafuta,negative
vidude vya kuendelea na kuondoka ni vibaya,negative
halifanyi kazi,negative
Usitumaini tovuti yao na usitarajie msaada wowote,negative
Mtandao wa intaneti ni wa polepole sana,negative
Subu ilikuwa na chai ya stroberi ambayo ilikuwa nzuri,positive
Sijui ni ya aina gani lakini wana chai ya barafu iliyo bora zaidi,positive
hapa ambapo filamu hiyo ilinigusa moyo sana,negative
Ningeupa mfululizo huu wa televisheni mfululizo wa 10 kuongezea kama ningeweza,positive
Ikiwa chakula ni kibaya vya kutosha kwa ajili yenu basi furahia kushughulika na watu walevi wa kupindukia.,negative
kuiita sinema hii mchezo wa kuigiza ni ujinga,negative
lakini ikiwa ulipenda sinema kama the matrix na bora zaidi safu zao nadhani utathamini uzoefu unaofurahisha mzuri wa mawazo wa filamu hii utakupa,positive
kamera ni mbaya tena,negative
muuaji halisi ni kiasi cha sauti na bila shaka kinavunjika,negative
Eneo hili lina kidole gumba viwili juu,positive
Hii ni moja ya mishoga bora zaidi ambayo mimi nimekuwa nayo,positive
kamera kwenye simu yaweza kutumiwa kama king'ora wakati inapokuwa ndani ya nyumba badala ya kutumia kifaa kinachoweza kutupwa wakati huo,negative
Habari zilianza kuchapishwa tena kwa mara ya pili na bado ilistaajabisha,positive
Mahali hapo papasa kupulizwa kwa unyofu,negative
"Kwa kuongezea, yeye huhisi amp ni kana kwamba simu zote ni plastiki nyepesi",negative
kwa kumalizia sitajisumbua na sinema hii kwa sababu volcano huko los angeles sio kitu lakini ni isiyo na maana,negative
ndani ya nyumba yangu nilikuwa nikiangusha magazeti kwenye orofa ya juu bila ya kuweka habari zozote katika chumba changu cha chini ya ardhi,negative
Hakuna njama wala hadithi,negative
"Nilipoitazama filamu hii kwa mara ya kwanza katika miaka ya 80, niliipenda sana",positive
sinema haina hatua yoyote ndani yake na ucheshi ni mdogo sana,negative
Ilikuwa ni vurugu kuona ufumaji wa kufuma nguo za kushindilia nguo za watu wa jinsia moja ukitumia nyumba za wateja wake kwa ajili ya miadi yake pamoja na darren tomlander mwenye kuwaka moto,positive
w810i ni nzuri sana,positive
kiwango cha 1 kati ya 10,negative
Sipendezwi na jambo hili na nisingependekeza kitu hiki kwa mtu yeyote,negative
hadithi huanza kwa haraka sana bila wasiwasi wowote au kuongezeka kwa kiwango kidogo,negative
waaah ni kubaya,negative
wahusika wabaya hadithi mbaya na kaimu mbaya,negative
anaitambua tu simu kuwa kifaa chake cha kuhifadhi,negative
Ikiwa unapenda kelele kubwa ili kushinda mazungumzo yako yote basi simu hii ni yako,negative
viungo vizuri vyenye ladha nzuri na vyenye wororo,positive
Bila shaka atarudi hapa tena,positive
i alingoja na kungoja,negative
wao ni rahisi kupenda lakini pia ni rahisi kujitabulisha nao,positive
"Kwa kweli, yeye huzunguka nyota 4 kwa sababu tu alikuwa mwenye kutisha sana",positive
Lichunguze kutoka nje,positive
si kwa kupiga kelele pia si kwa kiume bali ni sawa tu,positive
Kampuni hii inanitoza malipo ya ziada na bado haijanipa mgongo wangu,negative
waya ya nokia ca42 haikufanya kazi kwa simu yangu,negative
na ilikuwa njia ya kupata gharama kubwa,negative
"Kisha akaipa kisogo haki, na akatakabari.",negative
""" babie bop "" anavutia sana",positive
Usiache kutazama hili,negative
hatukupenda walivyotukaribisha,negative
Hakika huku bila ya shaka ndiko kufuzu kukubwa.,positive
Kutotegemeka kwa kukata tamaa,negative
sehemu iliyobaki ya plasta pia hucheza vizuri,positive
Kuna kasoro za kawaida za kiakili,negative
alifanya kazi kwa bidii,positive
Niliachwa nikiwa nimevunjwa moyo kutokana na ono la kutazama filamu hii na mimi nikachukua muda wa saa mbili ili kupona kabisa,negative
sinema hii labda ni moja ya kazi ya ubunifu wa kutisha milele,positive
Kinywaji changu hakikuwa tupu kamwe na alitoa madokezo makubwa sana ya orodha ya vyakula,positive
"Yawaje basi itakapo fika roho kwenye koo,",negative
Ninapenda hasa maisha marefu ya betri,positive
kutoa muhtasari wa filamu hiyo kwa wafugaji ni sinema yenye kuogofya sana inayopaswa kuepukwa kama vile virusi vya ebola,negative
Mkurugenzi neil maabarate hutumia jeuri ya kikatili kuondoa ndoto halisi na pamoja na drama yenye kugusa moyo na vichekesho usiyoweza kujua ni nini kitakachotokea baada ya hapo,positive
Napenda mahali hapa,positive
Nilifikia simu hii mwishoni mwa hali yangu na kukosa furaha kabisa nayo,negative
tungeyapendekeza kwa wengine,positive
haikunifanya niwe na hofu au kunifanya niwahurumie watu waliokuwa wakiniudhi,negative
nakubaliana na jessica sinema hii si nzuri sana,negative
Nilijua nilipoiona sinema hiyo kwamba mwigizaji huyo mwenye kipawa angenunua vitu vikubwa zaidi,positive
mama yangu na kaka walilazimika kufanya hivi nilipoona robert ryan akielezea aina hii ya mwanaume ilikuwa kuiga mzuri sana wa aina hii ya mtu na nilivutiwa,positive
Chakula hakipendezi hata kidogo kutosema mtindo wake halisi wa kitamaduni wa kunyara,negative
Haidhuru sinema inashindwa katika viwango vingi,negative
ni vibaya sana kwamba kila mtu aliyehusika hakushiriki kiwango cha ujitoaji wa thamani kwa ajili ya kama wangekula filamu bora zaidi mikononi mwetu kuliko picha hii iliyoharibika kabisa,negative
Huduma hapa ni ya haki kabisa,negative
ni aina ya juu kabisa ya juu zaidi ya sinema inayowezekana,positive
Kusema wazi baada ya klabu ya pamba na kukosa uaminifu ilikuwa aina ya aibu kutazama barabara ya mbele na ya chini katika filamu hii kwa sababu ni mbaya,negative
Bidhaa kubwa,positive
Chakula kikubwa kwa bei ya juu sana na nyumba iliyotengenezwa,positive
inayo vipengee vyote ninavyotaka,positive
Nafikiri chakula chapasa kuwa na ladha na umbile na vyote viwili vilikosekana,negative
Ngozi nzuri,positive
habari zao katika los Angerea ni mbaya sana,negative
hata ina wakati wake tamu,positive
mishumari haifai,negative
ubora wa sauti ni bora sana vilevile,positive
ikiwa mdudu huyo hakujitokeza kamwe kama angalitoa kitu cha 4 kwa hakika lakini upande ule mwingine wa ukuta ambapo mdudu huyo alikuwa akipanda kilikuwa jikoni,negative
rota apenda mifupa ya meno yenye utelezi,positive
Bei ya mchuzi huo huwa na ladha nzuri sana na si rahisi kuila,positive
Nimevunjika moyo sana na kujiuliza ingekuwaje katika orodha fupi ya vitu vya kale vya oscar,negative
Hapana awezaye kuzuiliwa ila kwa Haki.,negative
kuna matatizo mengi sana hivi kwamba sijui nianzie wapi,negative
Tulimtazama mhudumu wetu akishughulikia zaidi meza nyinginezo na kutupuuza,negative
kubuni dosari,negative
ni ya kupendeza,positive
Kisha nikaelekea upande mmoja ili kuwajaribu lakini akavunjika moyo sana,negative
mishima haifurahishi sana,negative
Wali uliokaangwa ulikuwa mkavu pia,negative
Hakuna hata moja ya mambo mapya ambayo yamepata kufanya kazi vizuri,negative
hasa uhusiano kati ya msaidizi wa mkate na kijakazi haukufanya kazi kwangu kabisa,negative
anabeba filamu hiyo vizuri,positive
Huduma yenye madoa - doa,negative
Ni mbali na sushi connoisseur lakini naweza kwa hakika kubainisha tofauti kati ya chakula kizuri na chakula kibaya na kwa hakika hicho kilikuwa chakula kibaya,negative
Jambo lenye kuudhi zaidi juu ya msichana wa kufunika ni njia ambayo riita nyasi kavuworth hutukuzwa,negative
"Na chakula chako kitakapo fika,",negative
"Pia, inaonekana kwamba simu hiyo haikubali chochote isipokuwa tu mp3 ambazo zinaweza kugongwa na mashine ya kusafisha madirisha",negative
Badala ya hivyo tulipigwa na butaa juu ya mtoto mchanga aliyeharibika vibaya,negative
filamu hii ya mapema kutoka kwa mjumuia wa baadaye lucio fulci ni nyongeza nzuri kwa aina ndogo ya giallo,positive
unajifunza mengi kuhusu hisia halisi za ndani za watu katika sinema hii na mambo mengi kuhusu biashara yenyewe ya sinema,positive
sura mbaya kwelikweli,negative
mazungumzo mabaya zaidi yaliyo wazi kabisa ningeweza kuendelea na kuendelea,negative
sitasahau kamwe sasa,positive
latumaini kwamba matokeo haya huwa ni kutoka kazini na mtu fulani awezaye kupika aweza kuingia,negative
judith light ni mmoja wapo wa waigizaji niwapendao na nadhani anafanya kazi nzuri sana kwenye filamu hii,positive
sinema inaudhi,negative
haikufanya kazi watu hawawezi kunisikia ninapoongea,negative
Haijalishi filamu hiyo inashindwa,negative
ni uahisi kamili,positive
samahani lakini kwa kweli siwezi kuipendekeza kwa mtu yeyote,negative
wimbo wa ukweli kama una goja 2019 nipe like,positive
Siwezi kuamini kuwa waigizaji walikubali kufanya filamu hii,negative
nililipa sana,negative
bidhaa nzuri kwelikweli,positive
Nadhani ni mmoja wa watu walioona hii lulu za ving'arishaji,positive
Hawawi sawa miongoni mwenu wenye kutoa kabla ya Ushindi na wakapigana vita.,negative
ni aibu kuona watendaji wazuri kama thomerson na james wanaishi kwa fujo kama hii,negative
Kukaribishwa kwa kichwa hicho ni bora kabisa,positive
kuwa na tatizo la kuwa na kiasi kingi,negative
Kisa bora kabisa cha simu ya mkononi,positive
vibanzi vilivyotoka vilikuwa vikitiririka mafuta na mara nyingi haviliwi,negative
Hatua nyingine zenye kupendeza zaidi zinaleta wasiwasi zaidi na kupunguza ubishi usiohitajika,positive
jinsi kipande hiki cha takataka kilivyopata kutolewa ni jambo lisiloweza kuelezeka kama wahusika wanavyoonekana kuwa matokeo ya kipekee na yasiyo sahihi kabisa,negative
Jambo hilo ni lenye kutia hofu jinsi gani?,positive
mhudumu huyo wa hoteli alikuwa mwenye urafiki na alifurahi kwa ajili ya uchaguzi wa veganveggie,positive
Mambo mabaya waliyotenda yaliteketeza hadithi hiyo ya hekayanaki,negative
